"PREFIX","LO_BAND","LO_BAND_FULL","HI_BAND","HI_BAND_FULL","ORDER_SIZE","METAL","SUPPLIER","QUOTE_NO","QUOTE_REQUEST","QUOTE_IN","ORDER_NO","DATE_BANDS_IN","Reference","Notes","Errors"
"042","27001","04227001","31000","04231000","04000","IN","Lambournes",,"12/06/98","23/06/98","35136/99","01/02/99","Size 04 Bands.pdf",,
"042","31001","04231001","38000","04238000","07000","IN","Lambournes",,"12/04/99","30/04/99",100000830,"17/09/99","Size 04 Bands.pdf",,
"042","38001","04238001","43000","04243000","05000","AY","Lambournes",,"12/04/99","30/04/99",100000830,"17/09/99","Size 04 Bands.pdf",,
"042","43001","04243001","48000","04248000","05000","IN","Lambournes",,"04/04/00",,,,"Size 04 Bands.pdf",,
"042","48001","04248001","53000","04253000","05000","AY","WT",,"27/07/01","20/08/01",10004024,"10/10/01","Size 04 Bands.pdf",,
"042","53001","04253001","57000","04257000","04000","IN","WT",,"24/09/02","02/10/03",45023056,"19/02/03","Size 04 Bands.pdf",,
"042","57001","04257001","59000","04259000","02000","IN","WT",,"07/11/03","20/11/03",45027702,,"Size 04 Bands.pdf",,
"042","59001","04259001","61000","04261000","02000","AY","WT",,"07/11/03","20/11/03",45027702,,"Size 04 Bands.pdf",,
"042","61001","04261001","96000","04296000","35000","IN","WT",,"20/05/05","21/05/05",45038721,"05/04/06","Size 04 Bands.pdf",,
"042","96001","04296001","98000","04298000","02000","AY","WT",,"29/11/05","30/11/05",45002570,"05/04/06","Size 04 Bands.pdf",,
"042","98001","04298001","99999","04299999","02000","AY","WT",,"29/10/07","30/10/07",45053441,"24/01/08","Size 04 Bands.pdf",,
"043","00001","04300001","03000","04303000","03000","AY","WT",,"29/10/07","30/10/07",45053441,"24/01/08","Size 04 Bands.pdf",,
"043","03001","04303001","08000","04308000","05000","AY","WT",,"10/10/08",,,"01/04/09","Size 04 Bands.pdf",,
"043","08001","04308001","13000","04313000","05000","AY","WT",,"07/12/10",,1897,"17/06/11","Size 04 Bands.pdf",,
"043","13001","04313001","18000","04318000","05000","AY","WT",,"20/01/11",,1897,"17/06/11","Size 04 Bands.pdf",,
"043","18001","04318001","28000","04328000","01000","AY","WT",,,,,,"Size 04 Bands.pdf",,
"051",,,"38000","05138000",,"AY",,"LAM/05",,,"PW6169",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","38001","05138001","43000","05143000","05000","IN",,"LAM/05",,,"PW6169",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","43001","05143001","53000","05153000","10000","AY",,"LAM",,,"PW0526/88",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","53001","05153001","57000","05157000","04000","IN",,"LAM",,,"PW0526/88",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","57001","05157001","61000","05161000","04000","IN",,"LAM/008",,,"PW1803/89",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","61001","05161001","66000","05166000","05000","AY",,"LAM/008",,,"PW1803/89",,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","66001","05166001","81000","05181000","15000","AY",,"LAM010",,,,,"Size 05 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"051","81001","05181001","84000","05184000","03000","IN",,"LAM11805",,,,,"Size 05 Bands.pdf",,
"051","84001","05184001","87000","05187000","03000","IN",,"LAM011",,,,,"Size 05 Bands.pdf",,
"051","87001","05187001","90000","05190000","03000","AY",,"LAM012",,,"01/4665/92",,"Size 05 Bands.pdf",,
"051","90001","05190001","93000","05193000","03000","IN",,"LAM012",,,"01/4665/92",,"Size 05 Bands.pdf",,
"051","93001","05193001","97000","05197000","04000","IN","Lambournes","22/09/94",,"17/10/94","13649/95",,"Size 05 Bands.pdf",,
"051","97001","05197001","99000","05199000","02000","AY","Lambournes","22/09/94",,"17/10/94","13649/95",,"Size 05 Bands.pdf",,
"051","99001","05199001","99999","05199999","01000","IN","Lambournes","05/12/96",,"08/12/95","20222/96",,"Size 05 Bands.pdf",,
"052","00001","05200001","04000","05204000","04000","IN","Lambournes","05/12/96",,"08/12/95","20222/96",,"Size 05 Bands.pdf",,
"052","04001","05204001","12000","05212000","08000","AY","Lambournes","04/12/96",,"04/12/96","26499/97",,"Size 05 Bands.pdf",,
"052","12001","05212001","17000","05217000","05000","SS","Mekaniska","12/12/96",,"16/01/97","26950/97",,"Size 05 Bands.pdf",,
"052","17001","05217001","19000","05219000","02000","AY","Lambournes","12/06/98",,"23/06/98","35136/99",,"Size 05 Bands.pdf",,
"052","19001","05219001","23000","05223000","04000","IN","Lambournes","12/06/98",,"23/06/98","35136/99",,"Size 05 Bands.pdf",,
"052","23001","05223001","28000","05228000","05000","IN","Lambournes","12/04/99",,"30/04/99",100000830,,"Size 05 Bands.pdf",,
"052","28001","05228001","33000","05233000","05000","IN","Lambournes","04/04/00",,,,,"Size 05 Bands.pdf",,
"052","33001","05233001","38000","05238000","05000","AY","WT","27/07/01",,"20/08/01",10004024,,"Size 05 Bands.pdf",,
"052","38001","05238001","43000","05243000","05000","IN","WT","27/07/01",,"20/08/01",10004024,,"Size 05 Bands.pdf",,
"052","43001","05243001","46000","05246000","03000","IN","WT","24/04/02",,"02/10/02",45023056,,"Size 05 Bands.pdf",,
"052","46001","05246001","57000","05257000","11000","IN","WT","07/11/03",,"20/11/03",45027702,,"Size 05 Bands.pdf",,
"052","57001","05257001","59000","05259000","02000","AY","WT","07/11/03",,"20/11/03",45027702,,"Size 05 Bands.pdf",,
"052","59001","05259001","64000","05264000","05000","IN","WT","17/11/04",,"19/11/04",45035378,,"Size 05 Bands.pdf",,
"052","64001","05264001","99000","05299000","35000","IN","WT","20/05/05",,"21/05/05",49038711,,"Size 05 Bands.pdf",,
"052","99001","05299001","99999","05299999","01000","AY","WT","29/11/05",,"30/11/05",45042570,,"Size 05 Bands.pdf",,
"053","00001","05300001","01000","05301000","01000","AY","WT","29/11/05",,"30/11/05",45042570,,"Size 05 Bands.pdf",,
"053","01001","05301001","02000","05302000","01000","AY","WT","20/10/06",,"21/10/06",45047987,,"Size 05 Bands.pdf",,
"053","02001","05302001","07000","05307000","05000","AY","WT","29/10/07",,"30/10/07",45053441,,"Size 05 Bands.pdf",,
"053","07001","05307001","12000","05312000","05000","AY","WT","23/12/09",,,"NA",,"Size 05 Bands.pdf",,
"053","12001","05312001","18000","05318000","06000","AY","WT","20/12/12",,,,,"Size 05 Bands.pdf",,
"053","18001","05318001","28000","05328000","10000","AY","WT",,,,,,"Size 05 Bands.pdf",,
"061",,,"69000","06169000",,"AY",,"LAM/05",,,"PW6169","02/09/86","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","69001","06169001","74000","06174000","05000","IN",,"LAM/05",,,"PW6169","02/09/86","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","74001","06174001","76000","06176000","02000","SS",,"Mek/02",,,"PW6170","02/09/86","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","76001","06176001","86000","06186000","10000","AY",,"LAM",,,"PW0526/88","17/07/87","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","86001","06186001","90000","06190000","04000","IN",,"LAM",,,"PW0526/88","17/07/87","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"061","90001","06190001","95000","06195000","05000","IN",,"LAM/008",,,"PW1803/89","14/10/88","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"062","00001","06200001","03000","06203000","03000","AY",,"LAM/008",,,"PW1803/89","14/10/88","Size 06 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"062","03001","06203001","08000","06208000","05000","AY",,"LAM010",,,,,"Size 06 Bands.pdf",,
"062","08001","06208001","18000","06218000","10000","IN",,"LAM011",,,,,"Size 06 Bands.pdf",,
"062","18001","06218001","32000","06232000","14000","AY",,"LAM012",,,"01/4665/92",,"Size 06 Bands.pdf",,
"062","32001","06232001","35000","06235000","03000","IN",,"LAM012",,,"01/4665/92",,"Size 06 Bands.pdf",,
"062","35001","06235001","38000","06238000","03000","AY",,,,,,,"Size 06 Bands.pdf",,
"062","38001","06238001","41000","06241000","03000","AY",,,,,"10482/94","31/03/94","Size 06 Bands.pdf",,
"062","41001","06241001","45000","06245000","04000","IN","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 06 Bands.pdf",,
"062","45001","06245001","51000","06251000","06000","AY","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 06 Bands.pdf",,
"062","51001","06251001","56000","06256000","05000","AY","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 06 Bands.pdf",,
"062","56001","06256001","61000","06261000","05000","IN","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 06 Bands.pdf",,
"062","61001","06261001","63000","06263000","02000","AY","Lambournes",,"04/12/96","04/12/96","26499/97","19/05/97","Size 06 Bands.pdf",,
"062","63001","06263001","68000","06268000","05000","SS","Mekaniska",,"12/08/96","16/01/97","26950/97","05/08/97","Size 06 Bands.pdf",,
"062","68001","06268001","69000","06269000","01000","AY","Lambournes",,"30/09/97","03/10/97","30771/97","27/03/98","Size 06 Bands.pdf",,
"062","69001","06269001","71000","06271000","02000","AY","Lambournes",,"12/06/98","23/06/98","35136/99","01/02/99","Size 06 Bands.pdf",,
"062","71001","06271001","75000","06275000","04000","IN","Lambournes",,"12/06/98","23/06/98","35136/99","17/02/99","Size 06 Bands.pdf",,
"062","75001","06275001","80000","06280000","05000","IN","Lambournes",,"12/04/99","30/04/99",10000830,"17/09/99","Size 06 Bands.pdf",,
"062","80001","06280001","85000","06285000","05000","AY","WT",,"27/07/01","16/08/01",10004024,"10/10/01","Size 06 Bands.pdf",,
"062","85001","06285001","90000","06290000","05000","IN","WT",,"27/07/01","16/08/01",10004024,"08/01/02","Size 06 Bands.pdf",,
"062","90001","06290001","95000","06295000","05000","AY","WT",,"16/08/01","17/08/01",10004024,"22/02/02","Size 06 Bands.pdf",,
"062","95001","06295001","99999","06299999","05000","AY","WT",,"24/09/02","02/10/02",45023056,"19/02/03","Size 06 Bands.pdf",,
"063","00001","06300001","03000","06303000","03000","IN","WT",,"24/09/02","02/10/02",45023056,"19/02/03","Size 06 Bands.pdf",,
"063","03001","06303001","08000","06308000","05000","IN","WT",,"07/11/03","20/11/03",45027702,,"Size 06 Bands.pdf",,
"063","08001","06308001","10000","06310000","02000","AY","WT",,"07/11/03","20/11/03",45027702,,"Size 06 Bands.pdf",,
"063","10001","06310001","45000","06345000","35000","IN","WT",,"20/05/05","20/05/05",45038721,"05/04/06","Size 06 Bands.pdf",,
"063","45001","06345001","47000","06347000","02000","AY","WT",,"20/10/06","20/10/05",45047987,"03/01/07","Size 06 Bands.pdf",,
"063","47001","06347001","52000","06352000","05000","AY","WT",,"29/10/07","29/10/07",45053441,"24/01/08","Size 06 Bands.pdf",,
"063","52001","06352001","57000","06357000","05000","AY","WT",,"10/10/08","10/10/08",,"01/04/09","Size 06 Bands.pdf",,
"063","57001","06357001","58000","06358000","01000","AY","WT",,"02/11/11","02/11/11",2047,"01/02/12","Size 06 Bands.pdf",,
"063","58001","06358001","59000","06359000","01000","SS","WT",,"02/11/11","02/11/11","63/01002","21/02/12","Size 06 Bands.pdf",,
"063","59001","06359001","65000","06365000","06000","AY","WT",,"20/12/12","20/12/12",,"07/05/13","Size 06 Bands.pdf",,
"063","65001","06365001","75000","06375000","10000","AY","WT",,,,,"05/02/14","Size 06 Bands.pdf",,
"063","75001","06375001","85000","06385000","10000","IN","WT",,"22/10/14","22/10/14",,,"Size 06 Bands.pdf",,
"071",,,"82000","07182000",,"AM",,"Mek/02",,,"PW6170","02/09/86","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"071","82001","07182001","87000","07187000","05000","IN",,"LAM/05",,,"PW6169","02/09/86","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"071","87001","07187001","90000","07190000","03000","IN",,"LAM",,,"PW0526/88","17/07/87","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"071","90001","07190001","91000","07191000","01000","SS",,"Mek/02",,,"PW0526/88","17/07/87","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"071","91001","07191001","95000","07195000","04000","AM",,"Mek/02",,,"PW0526/88","17/07/87","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"072",,,"00000","07200000",,"AM",,"MEK none",,,"PW1334/88","07/06/88","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'","ERROR? Hi-band seems like it should be 071-99999"
"072",,,"01000","07201000",,"AM",,"MEK none",,,"PW1334/88","07/06/88","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"072","01001","07201001","06000","07206000","05000","AM",,"MEK/007",,,"PW1802/89","11/10/88","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"072","06001","07206001","11000","07211000","05000","IN",,"LAM/008",,,"PW1803/89","14/10/88","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"072","11001","07211001","13000","07213000","02000","IN",,"LAM010",,,"01/1102/90","10/05/90","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"072","13001","07213001","25000","07225000","12000","AM",,"MEK010",,,"01/1101/90",,"Size 07 Bands.pdf",,
"072","25001","07225001","28000","07228000","03000","AM",,"MEK011",,,,,"Size 07 Bands.pdf",,
"072","28001","07228001","34000","07234000","06000","IN",,"LAM011",,,,,"Size 07 Bands.pdf",,
"072","34001","07234001","36000","07236000","02000","SS",,"MEK011",,,,,"Size 07 Bands.pdf",,
"072","36001","07236001","41000","07241000","05000","AM",,"MEK012",,,"04/4666/92",,"Size 07 Bands.pdf",,
"072","41001","07241001","45000","07245000","04000","IN",,"LAM012",,,"01/4665/92",,"Size 07 Bands.pdf",,
"072","45001","07245001","48000","07248000","03000","AL",,"LAM013",,,"01/7744/93",,"Size 07 Bands.pdf",,
"072","48001","07248001","55000","07255000","07000","AL",,"Mekanika",,,"10252/94","05/07/94","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"072","55001","07255001","63000","07263000","08000","IN",,"LAMBOURNES",,,"10482/94","04/03/94","Size 07 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"072","63001","07263001","65000","07265000","02000","IN","Lambournes",,"22/09/94","17/10/94","13649/95","03/04/95","Size 07 Bands.pdf",,
"072","65001","07265001","70000","07270000","05000","AM","Mekaniska",,"02/09/94","26/09/94","13448/95","26/05/95","Size 07 Bands.pdf",,
"072","70001","07270001","78000","07278000","08000","AM","Mekaniska",,"05/12/95","08/01/95","20496/96","13/06/96","Size 07 Bands.pdf",,
"072","78001","07278001","83000","07283000","05000","IN","Lambournes",,"05/12/95","08/12/95","20222/96","11/04/96","Size 07 Bands.pdf",,
"072","83001","07283001","97000","07297000","14000","AM","Mekaniska",,"12/12/96","16/01/97","26950/97","05/08/97","Size 07 Bands.pdf",,
"072","97001","07297001","99000","07299000","02000","AM","MEK",,"25/07/97","09/09/97","30668/98","10/06/98","Size 07 Bands.pdf",,
"072","99001","07299001","99999","07299999","01000","IN","Lambournes",,"12/06/98","23/06/98","35136/99","17/02/99","Size 07 Bands.pdf",,
"073","00001","07300001","03000","07303000","03000","IN","Lambournes",,"12/06/98","23/06/98","35136/99","17/02/99","Size 07 Bands.pdf",,
"073","03001","07303001","14000","07314000","11000","AM","MEKANISKA",,"12/06/98","14/07/98","34021/99","01/04/99","Size 07 Bands.pdf",,
"073","14001","07314001","16000","07316000","02000","SS","MEKANISKA",,"20/08/98","14/07/98","34021/99","01/04/99","Size 07 Bands.pdf",,
"073","16001","07316001","18000","07318000","02000","AM","MEKANISKA",,"12/04/99","15/09/99",10000854,"15/10/94","Size 07 Bands.pdf",,
"073","18001","07318001","21000","07321000","03000","AM","MEKANISKA",,"04/04/00","19/04/00",100002706,"23/10/00","Size 07 Bands.pdf",,
"073","21001","07321001","26000","07326000","05000","IN","WT",,"22/04/01","20/08/01",100004029,"08/01/02","Size 07 Bands.pdf",,
"073","26001","07326001","33000","07333000","07000","AM","MEKANISKA",,"02/11/01","28/01/01",100004479,"22/07/02","Size 07 Bands.pdf",,
"073","33001","07333001","35000","07335000","02000","SS","MEKANISKA",,"02/11/01","28/01/01",100004479,"22/07/02","Size 07 Bands.pdf",,
"073","35001","07335001","37000","07337000","02000","IN","WT",,"24/09/02","02/10/02",45023056,,"Size 07 Bands.pdf",,
"073","37001","07337001","39000","07339000","02000","IN","WT",,"07/11/03","20/11/03",45027702,,"Size 07 Bands.pdf",,
"073","39001","07339001","51000","07351000","12000","AM","MEKANISKA",,"07/11/03","14/11/03",45027699,"04/06/04","Size 07 Bands.pdf",,
"073","51001","07351001","56000","07356000","05000","AM","MEKANISKA",,"17/11/04","29/11/05",45035423,"06/04/05","Size 07 Bands.pdf",,
"073","56001","07356001","96000","07396000","40000","IN","WT",,"20/05/05","21/05/05",45038721,,"Size 07 Bands.pdf",,
"073","96001","07396001","99999","07399999","04000","AM","MEKANISKA",,"25/11/05","02/12/05",45047989,"30/05/07","Size 07 Bands.pdf",,
"074","00001","07400001","01000","07401000","01000","AM","MEKANISKA",,"25/11/05","02/12/05",45047989,"30/05/07","Size 07 Bands.pdf",,
"074","01001","07401001","08000","07408000","07000","AM","MEKANISKA",,"29/10/07","16/11/07",4505344,"03/06/08","Size 07 Bands.pdf",,
"074","08001","07408001","09000","07409000","01000","SS","MEK",,"29/10/07","16/11/07",4505344,"03/06/08","Size 07 Bands.pdf",,
"074","09001","07409001","14000","07414000","05000","SS","MEK",,"10/10/08","03/06/09",,"27/05/09","Size 07 Bands.pdf",,
"074","14001","07414001","09000","07409000","05000","AM","MEK",,"10/10/08","03/06/09",,"27/05/09","Size 07 Bands.pdf",,
"074","19001","07419001","24000","07424000","05000","SS","MEK",,"08/02/10",,"NA","31/05/10","Size 07 Bands.pdf",,
"074","24001","07424001","31000","07431000","07000","AM","MEK",,"07/12/10",,"062/05044","17/06/11","Size 07 Bands.pdf",,
"074","31001","07431001","38000","07438000","07000","AM","MEK",,"20/01/11",,"062/05044","17/06/11","Size 07 Bands.pdf",,
"074","38001","07438001","43000","07443000","05000","AM","MEK",,,,,,"Size 07 Bands.pdf",,
"074","43001","07443001","49000","07449000","06000","IN","WT",,,,,"05/02/14","Size 07 Bands.pdf",,
"074","49001","07449001","59000","07459000","10000","IN","WT",,"22/10/14",,,,"Size 07 Bands.pdf",,
"082",,,"67000","08267000",,"SS",,"Mek/02",,,"PW6170","02/09/86","Size 08 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"082","67001","08267001","72000","08272000","05000","SS",,"Mek",,,"PW0528/88","17/07/87","Size 08 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"082","72001","08272001","79000","08279000","07000","SS",,"Mek/007",,,"PW1802/89","11/10/88","Size 08 Bands.pdf","Field 'date' on pg 2 taken to be 'DATE_BANDS_IN'",
"082","79001","08279001","89000","08289000","10000","AM",,"MEK/010",,,,,"Size 08 Bands.pdf",,
"082","89001","08289001","96000","08296000","07000","SS",,"MEK/010",,,,,"Size 08 Bands.pdf",,
"082","96001","08296001","99999","08299999","04000","SS","Mekaniska",,"02/09/94","26/09/94","13448/95","26/05/95","Size 08 Bands.pdf",,
"083","00001","08300001","02000","08302000","02000","SS","Mekaniska",,"05/12/95","08/01/96","20496/96","13/06/96","Size 08 Bands.pdf",,
"083","02001","08302001","08000","08308000","06000","SS","Mekaniska",,"12/12/96","16/01/97","26950/97","05/08/97","Size 08 Bands.pdf",,
